,sources_quote,label
5511,mormon religion plan see constitution thrown replaced theocracy,1
5512,there major bill know hillary name,1
5513,sen obamas chair new hampshire lobbyist lobby drug company,1
5514,ronald reagan amnesty,1
5515,7000 kid new hampshire health care helped create childrens health insurance program,1
5516,investigated abramoff people ended jail,1
5517,obama worked sen dick lugar republican help lock loose nuclear weapon,1
5518,say obama flipflopped warrantless wiretapping,1
5519,one person average day murdered philadelphia,1
5520,hillary clinton taken 800000 lobbyist,1
5521,barack obama accepted 200000 executive employee oil company,1
5522,u force iraq afghanistan include thousand still green card holder even citizen country,1
5523,obama served board former weather underground member william ayers relationship mr ayers board continued 911,1
5524,say subject 60 book,1
5525,today ahmadinejad made light 911 said he even sure happened people actually died,1
5526,sen mccain say mistake vote bush tax cut say tax cut need made permanent,1
5527,got rid income tax today youd much revenue 10 year ago,1
5528,red sox waited 87 long year win world series,1
5529,supported instate tuition arkansas illegal immigrant youd sat school time youre 5 6 year old become aplus student among thing,1
5530,say obama opposes lower gas tax nuclear power new offshore drilling doesnt new solution energy crisis,1
5531,john mccain changed position invading iraq,1
5532,im proud 100 percent prolife voting record,1
5533,freds never 100 percent record righttolife senate career record reflect doesnt support human life amendment amazing thats part republican platform since 1980,1
5534,didnt say doesnt really matter whether gore bush president,1
5535,lot people dont know 50000 american make living ebay,1
5536,rural school face highest dropout rate lowest college enrollment rate lowest average teacher salary,1
5537,hillary stood universal health care almost one else would kept standing till 6million kid coverage,1
5538,he good man he prolife liberal he right prolife part he liberal,1
5539,gov romneys health care plan massachusetts requires law representative planned parenthood sit masshealth advisory board,1
5540,sen hillary clinton could enact campaign proposal taxpayer would faced financing 7776billion new spending one white house term,1
5541,would love see u country helped lead arkansasamendment 65 say believe life begin conception ought everything world possible protect natural conclusion,1
5542,country allow gay marriage rate heterosexual marriage plummeted county northern europe 80 percent firstborn child born wedlock,1
5543,murder went romney governor robbery went violent crime went,1
5544,believe tax cut believe supplysider cut income tax think 24 percent got 42 percent revenue,1
5545,form student fill get college financial aid longer form get u citizenship,1
5546,well young people ohio massachusetts california,1
5547,mccain opposes woman right choose,1
5548,recent associated press poll nadergonzalez 6 percent without national coverage mccain obama,1
5549,wont even support colleague motion censure bush administration systemic repeated illegal wiretap,1
5550,say obama opposes innovation electric car clean safe nuclear energy,1
5551,ive always said offshore drilling state still say,1
5552,senator mccain voted bush tax cut he,1
5553,africanamericans vote percentage population 2008 mississippi suddenly democratic state,1
5554,built border fence san diegoand reduced smuggling people drugsby 90 percent,1
5555,failing civil service encouraged system make difficult fire someone even gross misconduct,1
5556,obama experience background national security affair,1
5557,mccains plan economy extend george bush tax cut billionaire give 100billion additional corporate tax cut,1
5558,iraq costing household 100 month,1
5559,1972 179000 human being jail country today 23million 70 percent black africanamerican,1
5560,live time historically low violent crime rate historically high gun ownership rate nationally,1
5561,know cant pull truth matter started today would take one year one year get 160000 troop physically iraq logistically,1
5562,president braindead,1
5563,saw father march martin luther king,1
5564,romney refused pardon decorated soldier returning iraq charged crime involving bb gun 13,1
5565,former business partner robert gay say man helped save daughter mitt romney,1
5566,position pro environment scored zero yes zero league conservation voter last year,1
5567,barack obama written cosponsored bill three year hillary clinton seven,1
